Zweigstelle;Zweigstellenname;schliesstag;Anlass;Beschreibung;Typ
MZU;Medienzentrum;14.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;14.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;15.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;15.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;15.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;15.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;15.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;16.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;16.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;16.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;17.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;18.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;18.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;18.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;18.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;18.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;19.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;19.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;19.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;19.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;19.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;19.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;20.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;20.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;20.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;20.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;20.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;20.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;21.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;21.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;21.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;21.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;21.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;21.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;22.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;22.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;22.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;22.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;22.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;23.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;23.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;23.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;24.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;25.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;25.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;25.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;25.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;25.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;26.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;26.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;26.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;26.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;26.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;26.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;27.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;27.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;27.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;27.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;27.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;27.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;28.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;28.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;28.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;28.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;28.01.2021;Sonderschließzeit Corona;;Einmalig
WO;Waldhäuser-Ost;28.01.2021;Sonderschließzeit Corona;;Einmalig
D;Derendingen;29.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;29.01.2021;Sonderschließzeit Corona;;Einmalig
Hi;Hirschau;29.01.2021;Sonderschließzeit Corona;;Einmalig
HST;Hauptstelle Tübingen;29.01.2021;Sonderschließzeit Corona;;Einmalig
MZU;Medienzentrum;29.01.2021;Sonderschließzeit Corona;;Einmalig
eBib;Onleihe Neckar-Alb;30.01.2021;;;Einmalig
Hi;Hirschau;30.01.2021;;;Einmalig
HST;Hauptstelle Tübingen;30.01.2021;;;Einmalig
D;Derendingen;01.02.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;01.02.2021;;;Einmalig
Hi;Hirschau;01.02.2021;;;Einmalig
MZU;Medienzentrum;01.02.2021;;;Einmalig
WO;Waldhäuser-Ost;01.02.2021;;;Einmalig
D;Derendingen;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;02.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;03.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;04.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;05.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;05.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;05.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;05.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;05.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;06.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;06.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;06.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;07.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;08.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;08.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;08.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;08.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;08.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;09.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;10.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;11.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;12.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;12.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;12.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;12.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;12.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;13.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;13.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;13.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;14.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;15.02.2021;Einmaliger Schließtag;;Einmalig
eBib;Onleihe Neckar-Alb;15.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;15.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;15.02.2021;;;Einmalig
WO;Waldhäuser-Ost;15.02.2021;Einmaliger Schließtag;;Einmalig
D;Derendingen;16.02.2021;Einmaliger Schließtag;;Einmalig
eBib;Onleihe Neckar-Alb;16.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;16.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;16.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;16.02.2021;;;Einmalig
WO;Waldhäuser-Ost;16.02.2021;Einmaliger Schließtag;;Einmalig
D;Derendingen;17.02.2021;Einmaliger Schließtag;;Einmalig
eBib;Onleihe Neckar-Alb;17.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;17.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;17.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;17.02.2021;;;Einmalig
WO;Waldhäuser-Ost;17.02.2021;Einmaliger Schließtag;;Einmalig
D;Derendingen;18.02.2021;Einmaliger Schließtag;;Einmalig
eBib;Onleihe Neckar-Alb;18.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;18.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;18.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;18.02.2021;;;Einmalig
WO;Waldhäuser-Ost;18.02.2021;Einmaliger Schließtag;;Einmalig
D;Derendingen;19.02.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;19.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;19.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;19.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;19.02.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;20.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;20.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;20.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;21.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;22.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;22.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;22.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;22.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;22.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;23.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;24.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;25.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;26.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;26.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;26.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;26.02.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;26.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;27.02.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;27.02.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;27.02.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;28.02.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;01.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;01.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;01.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;01.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;01.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;02.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;03.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;04.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;05.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;05.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;05.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;05.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;05.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;06.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;06.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;06.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;07.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;08.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;08.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;08.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;08.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;08.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;09.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;10.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;11.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;12.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;12.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;12.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;12.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;12.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;13.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;13.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;13.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;14.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;15.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;15.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;15.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;15.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;15.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;16.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
Hi;Hirschau;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
MZU;Medienzentrum;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
WO;Waldhäuser-Ost;17.03.2021;Verlängerung Corona Schließzeit;;Einmalig
D;Derendingen;18.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;18.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;18.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;18.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;18.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;18.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;19.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;19.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;19.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;19.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;19.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;20.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;20.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;20.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;21.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;22.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;22.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;22.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;22.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;22.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;23.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;23.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;23.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;23.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;23.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;23.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;24.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;24.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;24.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;24.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;24.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;24.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;25.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;25.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;25.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;25.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;25.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;25.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;26.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;26.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;26.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;26.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;26.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;27.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;27.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;27.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;28.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;29.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;29.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;29.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;29.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;29.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;30.03.2021;Erweiterte Schließzeit;;Einmalig
